	#chr	start	end	gene_id	h2g	n_causal
5045	chr4	140756384	140756385	ENSG00000109436.8	0.0	0
5046	chr4	140756527	140756528	ENSG00000273472.1	0.0	0
5047	chr4	141220894	141220895	ENSG00000109445.11	0.02	2
5048	chr4	141332617	141332618	ENSG00000248810.1	0.0	0
5049	chr4	141430830	141430831	ENSG00000272632.1	0.0	0
5050	chr4	141636582	141636583	ENSG00000164136.17	0.05	1
5051	chr4	142566018	142566019	ENSG00000249806.1	0.0	0
5052	chr4	142847431	142847432	ENSG00000109452.12	0.02	5
5053	chr4	143184860	143184861	ENSG00000250326.1	0.04	5
5054	chr4	143184916	143184917	ENSG00000170185.9	0.03	2
5055	chr4	143336761	143336762	ENSG00000109458.8	0.0	0
5056	chr4	143350116	143350117	ENSG00000228981.3	0.11	5
5057	chr4	143424752	143424753	ENSG00000243175.1	0.0	0
5058	chr4	143513701	143513702	ENSG00000153147.6	0.08	2
5059	chr4	143514634	143514635	ENSG00000245112.2	0.0	0
5060	chr4	143559456	143559457	ENSG00000251600.7	0.0	0
5061	chr4	143559471	143559472	ENSG00000236296.8	0.02	1
5062	chr4	143912052	143912053	ENSG00000249741.2	0.49	4
5063	chr4	144019338	144019339	ENSG00000250361.8	0.01	5
5064	chr4	144140750	144140751	ENSG00000170180.22	0.02	1
5065	chr4	145098287	145098288	ENSG00000164163.11	0.0	0
5066	chr4	145098540	145098541	ENSG00000164162.14	0.01	2
5067	chr4	145180160	145180161	ENSG00000164164.16	0.0	0
5068	chr4	145375542	145375543	ENSG00000251333.3	0.03	3
5069	chr4	145481193	145481194	ENSG00000170365.10	0.0	0
5070	chr4	145599041	145599042	ENSG00000151611.15	0.01	2
5071	chr4	145832979	145832980	ENSG00000279481.1	0.03	3
5072	chr4	145938822	145938823	ENSG00000151612.16	0.01	4
5073	chr4	146175702	146175703	ENSG00000164167.12	0.23	5
5074	chr4	146214514	146214515	ENSG00000250673.2	0.01	3
5075	chr4	146521963	146521964	ENSG00000120519.14	0.01	5
5076	chr4	147617382	147617383	ENSG00000164168.7	0.17	5
5077	chr4	147684162	147684163	ENSG00000164169.13	0.0	0
5078	chr4	147732062	147732063	ENSG00000071205.11	0.0	0
5079	chr4	148444697	148444698	ENSG00000151623.15	0.0	0
5080	chr4	150078444	150078445	ENSG00000170390.16	0.05	3
5081	chr4	151015726	151015727	ENSG00000198589.12	0.12	5
5082	chr4	151099623	151099624	ENSG00000145425.10	0.03	2
5083	chr4	151139990	151139991	ENSG00000270681.1	0.0	0
5084	chr4	151325631	151325632	ENSG00000109686.18	0.17	5
5085	chr4	151409175	151409176	ENSG00000164142.16	0.0	0
5086	chr4	151761006	151761007	ENSG00000059691.12	0.0	0
5087	chr4	152090458	152090459	ENSG00000245954.7	0.03	1
5088	chr4	152536091	152536092	ENSG00000109670.15	0.43	3
5089	chr4	152536263	152536264	ENSG00000268471.6	0.01	1
5090	chr4	152552363	152552364	ENSG00000243417.1	0.02	2
5091	chr4	152614332	152614333	ENSG00000240669.1	0.02	3
5092	chr4	152666367	152666368	ENSG00000248571.1	0.04	4
5093	chr4	152680011	152680012	ENSG00000170006.12	0.01	1
5094	chr4	152779936	152779937	ENSG00000164144.16	0.38	2
5095	chr4	152927445	152927446	ENSG00000231841.1	0.02	4
5096	chr4	152936351	152936352	ENSG00000137460.8	0.98	5
5097	chr4	153152341	153152342	ENSG00000109654.15	0.08	5
5098	chr4	153344648	153344649	ENSG00000121211.7	0.02	2
5099	chr4	153466345	153466346	ENSG00000121210.16	0.0	0
5100	chr4	153640167	153640168	ENSG00000250771.2	0.41000000000000003	4
5101	chr4	153658571	153658572	ENSG00000248208.1	0.0	0
5102	chr4	153684069	153684070	ENSG00000137462.7	0.0	0
5103	chr4	153720326	153720327	ENSG00000249309.1	0.0	0
5104	chr4	153760234	153760235	ENSG00000145428.14	0.0	0
5105	chr4	153789082	153789083	ENSG00000145423.5	0.0	0
5106	chr4	154550399	154550400	ENSG00000171566.12	0.0	0
5107	chr4	155376969	155376970	ENSG00000164114.19	0.03	2
5108	chr4	155666710	155666711	ENSG00000164116.16	0.21000000000000002	4
5109	chr4	155734447	155734448	ENSG00000260244.1	0.0	0
5110	chr4	155758991	155758992	ENSG00000061918.13	0.0	0
5111	chr4	155953865	155953866	ENSG00000256043.3	0.0	0
5112	chr4	156971798	156971799	ENSG00000145431.11	0.31	5
5113	chr4	158170751	158170752	ENSG00000248429.5	0.01	1
5114	chr4	158173317	158173318	ENSG00000164125.15	0.01	2
5115	chr4	158201603	158201604	ENSG00000164124.10	0.0	0
5116	chr4	158270377	158270378	ENSG00000251429.1	0.0	0
5117	chr4	158672124	158672125	ENSG00000171503.11	0.0	0
5118	chr4	158672254	158672255	ENSG00000205208.5	0.02	2
5119	chr4	158723395	158723396	ENSG00000171497.5	0.01	4
5120	chr4	158769025	158769026	ENSG00000052795.13	0.06999999999999999	2
5121	chr4	159007118	159007119	ENSG00000248988.1	0.04	1
5122	chr4	159103012	159103013	ENSG00000109756.9	0.01	4
5123	chr4	163166889	163166890	ENSG00000145414.9	0.0	0
5124	chr4	163473745	163473746	ENSG00000151005.4	0.0	0
5125	chr4	163494441	163494442	ENSG00000198498.10	0.01	1
5126	chr4	163529770	163529771	ENSG00000273449.1	0.08	5
5127	chr4	164384049	164384050	ENSG00000145416.13	0.02	2
5128	chr4	164943289	164943290	ENSG00000121089.4	0.0	0
5129	chr4	164977667	164977668	ENSG00000183439.8	0.11	3
5130	chr4	165207560	165207561	ENSG00000109466.14	0.01	3
5131	chr4	165208548	165208549	ENSG00000170088.14	0.0	0
5132	chr4	165279678	165279679	ENSG00000229894.4	0.78	2
5133	chr4	165327666	165327667	ENSG00000052802.13	0.21000000000000002	1
5134	chr4	165361193	165361194	ENSG00000109472.14	0.0	0
5135	chr4	167234795	167234796	ENSG00000196104.11	0.53	2
5136	chr4	168318803	168318804	ENSG00000137628.17	0.0	0
5137	chr4	168497051	168497052	ENSG00000129116.19	0.13	1
5138	chr4	168537785	168537786	ENSG00000181381.13	0.0	0
5139	chr4	169010274	169010275	ENSG00000145439.12	0.060000000000000005	3
5140	chr4	169270955	169270956	ENSG00000154447.15	0.0	0
5141	chr4	169612628	169612629	ENSG00000137601.16	0.56	5
5142	chr4	169612632	169612633	ENSG00000109572.13	0.01	5
5143	chr4	169757943	169757944	ENSG00000056050.7	0.04	2
5144	chr4	170033030	170033031	ENSG00000198948.12	0.01	5
5145	chr4	173168810	173168811	ENSG00000109586.12	0.0	0
5146	chr4	173169651	173169652	ENSG00000245213.6	0.0	0
5147	chr4	173335124	173335125	ENSG00000164104.11	0.0	0
5148	chr4	173369968	173369969	ENSG00000164105.4	0.02	4
5149	chr4	173370445	173370446	ENSG00000272870.2	0.0	0
5150	chr4	173406379	173406380	ENSG00000164106.8	0.0	0
5151	chr4	174283729	174283730	ENSG00000164118.13	0.0	0
5152	chr4	174284263	174284264	ENSG00000164117.13	0.01	5
5153	chr4	174523153	174523154	ENSG00000164120.14	0.0	0
5154	chr4	176002663	176002664	ENSG00000150625.16	0.02	3
5155	chr4	176065833	176065834	ENSG00000150627.15	0.16	3
5156	chr4	176319965	176319966	ENSG00000129128.13	0.08	2
5157	chr4	176792921	176792922	ENSG00000150630.4	0.01	2
5158	chr4	177309873	177309874	ENSG00000109674.4	0.01	5
5159	chr4	177442436	177442437	ENSG00000038002.9	0.0	0
5160	chr4	177444978	177444979	ENSG00000250131.1	0.02	3
5161	chr4	182917935	182917936	ENSG00000129187.14	0.01	5
5162	chr4	183099256	183099257	ENSG00000151718.16	0.36000000000000004	5
5163	chr4	183444634	183444635	ENSG00000168564.6	0.03	5
5164	chr4	183505057	183505058	ENSG00000168556.7	0.09999999999999999	4
5165	chr4	183659202	183659203	ENSG00000182552.15	0.0	0
5166	chr4	183659266	183659267	ENSG00000168538.16	0.01	2
5167	chr4	183797691	183797692	ENSG00000173320.12	0.060000000000000005	1
5168	chr4	184353976	184353977	ENSG00000180712.3	0.01	5
5169	chr4	184382305	184382306	ENSG00000249096.6	0.0	0
5170	chr4	184472608	184472609	ENSG00000270426.1	0.06999999999999999	1
5171	chr4	184474549	184474550	ENSG00000168310.11	0.5	2
5172	chr4	184474801	184474802	ENSG00000271646.1	0.060000000000000005	2
5173	chr4	184537553	184537554	ENSG00000271538.5	0.28	5
5174	chr4	184649508	184649509	ENSG00000164305.19	0.0	0
5175	chr4	184649666	184649667	ENSG00000164306.11	0.9	2
5176	chr4	184734129	184734130	ENSG00000151725.12	0.0	0
5177	chr4	184799045	184799046	ENSG00000249138.1	0.04	1
5178	chr4	184813618	184813619	ENSG00000251139.2	0.01	4
5179	chr4	184826606	184826607	ENSG00000286256.1	0.46	1
5180	chr4	184826817	184826818	ENSG00000151726.14	0.19	3
5181	chr4	184855750	184855751	ENSG00000251230.5	0.0	0
5182	chr4	184899453	184899454	ENSG00000249173.5	0.29000000000000004	1
5183	chr4	185143265	185143266	ENSG00000151729.11	0.19	1
5184	chr4	185204236	185204237	ENSG00000109762.16	0.09	1
5185	chr4	185209503	185209504	ENSG00000164323.14	0.060000000000000005	3
5186	chr4	185395898	185395899	ENSG00000109771.15	0.03	1
5187	chr4	185396020	185396021	ENSG00000186352.9	0.03	3
5188	chr4	185425978	185425979	ENSG00000109775.11	0.02	1
5189	chr4	185426248	185426249	ENSG00000205129.8	0.03	3
5190	chr4	185471515	185471516	ENSG00000249679.1	0.02	4
5191	chr4	185956651	185956652	ENSG00000154556.18	0.01	5
5192	chr4	186069151	186069152	ENSG00000164342.12	0.16	4
5193	chr4	186104418	186104419	ENSG00000109794.13	0.0	0
5194	chr4	186191566	186191567	ENSG00000145476.16	0.02	4
5195	chr4	186208978	186208979	ENSG00000164344.16	0.0	0
5196	chr4	188738372	188738373	ENSG00000180015.12	0.01	1
5197	chr4	188741280	188741281	ENSG00000278974.1	0.0	0
5198	chr4	189940869	189940870	ENSG00000109536.12	0.04	1
5199	chr4	190038398	190038399	ENSG00000250053.1	0.03	1
5200	chr5	218214	218215	ENSG00000164366.3	0.0	0
5201	chr5	218240	218241	ENSG00000073578.17	0.04	4
5202	chr5	271515	271516	ENSG00000248925.1	0.02	1
5203	chr5	271620	271621	ENSG00000249915.8	0.0	0
5204	chr5	290320	290321	ENSG00000250848.1	0.12	1
5205	chr5	321758	321759	ENSG00000063438.17	0.01	2
5206	chr5	443159	443160	ENSG00000221990.4	0.01	3
5207	chr5	443174	443175	ENSG00000180104.16	0.0	0
5208	chr5	473097	473098	ENSG00000188242.4	0.02	2
5209	chr5	473235	473236	ENSG00000225138.7	0.03	4
5210	chr5	524331	524332	ENSG00000066230.11	0.74	1
5211	chr5	612339	612340	ENSG00000112877.8	0.21000000000000002	3
5212	chr5	675825	675826	ENSG00000271781.1	0.53	4
5213	chr5	693351	693352	ENSG00000171368.12	0.0	0
5214	chr5	784728	784729	ENSG00000206077.11	0.02	3
5215	chr5	850985	850986	ENSG00000188818.12	0.01	2
5216	chr5	892800	892801	ENSG00000028310.18	0.0	0
5217	chr5	892883	892884	ENSG00000071539.14	0.01	3
5218	chr5	1112062	1112063	ENSG00000113504.21	0.03	3
5219	chr5	1295068	1295069	ENSG00000164362.19	0.0	0
5220	chr5	1345098	1345099	ENSG00000049656.14	0.0	0
5221	chr5	1386408	1386409	ENSG00000279908.1	0.0	0
5222	chr5	1523961	1523962	ENSG00000153395.10	0.03	3
5223	chr5	1594619	1594620	ENSG00000185986.12	0.0	0
5224	chr5	1594625	1594626	ENSG00000271119.1	0.04	1
5225	chr5	1634004	1634005	ENSG00000188002.10	0.0	0
5226	chr5	1801365	1801366	ENSG00000171421.13	0.01	2
5227	chr5	1801399	1801400	ENSG00000145494.11	0.04	5
5228	chr5	5420663	5420664	ENSG00000164151.12	0.01	1
5229	chr5	6339883	6339884	ENSG00000250490.1	0.05	3
5230	chr5	6378546	6378547	ENSG00000133398.4	0.91	4
5231	chr5	6633290	6633291	ENSG00000037474.15	0.03	1
5232	chr5	6633426	6633427	ENSG00000145545.12	0.0	0
5233	chr5	6713431	6713432	ENSG00000112941.14	0.01	5
5234	chr5	7851185	7851186	ENSG00000124275.14	0.01	4
5235	chr5	7869036	7869037	ENSG00000124279.12	0.39	2
5236	chr5	8450742	8450743	ENSG00000247516.7	0.34	4
5237	chr5	10249896	10249897	ENSG00000150756.14	0.0	0
5238	chr5	10249928	10249929	ENSG00000150753.12	0.0	0
5239	chr5	10307901	10307902	ENSG00000164237.9	0.0	0
5240	chr5	10353600	10353601	ENSG00000259802.1	0.03	3
5241	chr5	10353694	10353695	ENSG00000145495.16	0.09999999999999999	2
5242	chr5	10441523	10441524	ENSG00000145491.12	0.37	4
5243	chr5	10479370	10479371	ENSG00000246016.2	0.060000000000000005	1
5244	chr5	10502727	10502728	ENSG00000249396.2	0.0	0
5245	chr5	10564069	10564070	ENSG00000164236.12	0.02	5
5246	chr5	10761271	10761272	ENSG00000112977.15	0.01	5
5247	chr5	14143341	14143342	ENSG00000038382.20	0.01	1
5248	chr5	14581791	14581792	ENSG00000145569.6	0.01	2
5249	chr5	14620019	14620020	ENSG00000248791.1	0.0	0
5250	chr5	14653328	14653329	ENSG00000250182.3	0.38	3
5251	chr5	14664603	14664604	ENSG00000261360.1	0.04	4
5252	chr5	14664663	14664664	ENSG00000154124.4	0.8300000000000001	3
5253	chr5	14798399	14798400	ENSG00000249485.1	0.09999999999999999	2
5254	chr5	14871777	14871778	ENSG00000154122.14	0.02	3
5255	chr5	16465799	16465800	ENSG00000173545.5	0.0	0
5256	chr5	16615925	16615926	ENSG00000246214.1	0.28	3
5257	chr5	16617057	16617058	ENSG00000154153.13	0.09999999999999999	4
5258	chr5	16936287	16936288	ENSG00000145555.15	0.01	3
5259	chr5	17065597	17065598	ENSG00000176788.9	0.01	5
5260	chr5	17217046	17217047	ENSG00000215196.4	0.03	4
5261	chr5	17354623	17354624	ENSG00000223361.5	0.15000000000000002	5
5262	chr5	17404018	17404019	ENSG00000248455.5	0.02	2
5263	chr5	17444009	17444010	ENSG00000249662.6	0.01	5
5264	chr5	17498230	17498231	ENSG00000284373.1	0.0	0
5265	chr5	21341832	21341833	ENSG00000183666.17	0.0	0
5266	chr5	21484010	21484011	ENSG00000233974.3	0.02	3
5267	chr5	21493435	21493436	ENSG00000279107.1	0.0	0
5268	chr5	23951347	23951348	ENSG00000248874.5	0.01	3
5269	chr5	25909502	25909503	ENSG00000251593.1	0.0	0
5270	chr5	31532195	31532196	ENSG00000113360.16	0.01	5
5271	chr5	31532286	31532287	ENSG00000082213.18	0.0	0
5272	chr5	31558572	31558573	ENSG00000279923.1	0.0	0
5273	chr5	31639130	31639131	ENSG00000133401.16	0.04	2
5274	chr5	32121940	32121941	ENSG00000250764.1	0.0	0
5275	chr5	32174318	32174319	ENSG00000113384.14	0.0	0
5276	chr5	32174470	32174471	ENSG00000272086.1	0.04	3
5277	chr5	32312986	32312987	ENSG00000150712.11	0.0	0
5278	chr5	32444739	32444740	ENSG00000056097.16	0.12	4
5279	chr5	32531632	32531633	ENSG00000113387.12	0.04	5
5280	chr5	32689069	32689070	ENSG00000113389.16	0.0	0
5281	chr5	33162178	33162179	ENSG00000240376.1	0.0	0
5282	chr5	33440618	33440619	ENSG00000249572.1	0.01	3
5283	chr5	33440695	33440696	ENSG00000113407.13	0.0	0
5284	chr5	34008103	34008104	ENSG00000242110.8	0.01	3
5285	chr5	34043831	34043832	ENSG00000082196.20	0.3	2
5286	chr5	34190055	34190056	ENSG00000215156.5	0.01	3
5287	chr5	34244795	34244796	ENSG00000215158.9	0.0	0
5288	chr5	34656327	34656328	ENSG00000039560.14	0.04	5
5289	chr5	34838832	34838833	ENSG00000205838.14	0.29000000000000004	1
5290	chr5	34839277	34839278	ENSG00000272323.1	0.53	3
5291	chr5	34915375	34915376	ENSG00000113460.12	0.0	0
5292	chr5	34918988	34918989	ENSG00000113456.19	0.04	5
5293	chr5	34929558	34929559	ENSG00000168724.16	0.12	4
5294	chr5	35230486	35230487	ENSG00000113494.17	0.0	0
5295	chr5	35617843	35617844	ENSG00000152582.14	0.0	0
5296	chr5	35852694	35852695	ENSG00000168685.15	0.0	0
5297	chr5	36151886	36151887	ENSG00000164187.7	0.01	5
5298	chr5	36151988	36151989	ENSG00000145604.15	0.03	3
5299	chr5	36242278	36242279	ENSG00000152620.13	0.02	2
5300	chr5	36606354	36606355	ENSG00000079215.14	0.0	0
5301	chr5	36725194	36725195	ENSG00000250155.1	0.060000000000000005	2
5302	chr5	36876699	36876700	ENSG00000285967.1	0.0	0
5303	chr5	36876768	36876769	ENSG00000164190.18	0.0	0
5304	chr5	36885205	36885206	ENSG00000249850.1	0.02	5
5305	chr5	37085055	37085056	ENSG00000244073.1	0.01	1
5306	chr5	37249025	37249026	ENSG00000286193.1	0.01	1
5307	chr5	37249427	37249428	ENSG00000197603.14	0.0	0
5308	chr5	37371105	37371106	ENSG00000113569.16	0.0	0
5309	chr5	37379211	37379212	ENSG00000082068.8	0.0	0
5310	chr5	38845857	38845858	ENSG00000145623.13	0.02	1
5311	chr5	39074398	39074399	ENSG00000164327.13	0.01	2
5312	chr5	39170334	39170335	ENSG00000251215.1	0.01	4
5313	chr5	39274527	39274528	ENSG00000082074.17	0.0	0
5314	chr5	39462299	39462300	ENSG00000153071.15	0.0	0
5315	chr5	40679914	40679915	ENSG00000171522.6	0.03	1
5316	chr5	40755962	40755963	ENSG00000113638.14	0.0	0
5317	chr5	40798373	40798374	ENSG00000132356.11	0.36000000000000004	3
5318	chr5	40835221	40835222	ENSG00000145592.14	0.0	0
5319	chr5	40841307	40841308	ENSG00000132357.14	0.01	1
5320	chr5	41870029	41870030	ENSG00000248668.2	0.02	5
5321	chr5	41870424	41870425	ENSG00000083720.13	0.0	0
5322	chr5	41904187	41904188	ENSG00000205765.9	0.0	0
5323	chr5	41925253	41925254	ENSG00000151876.13	0.09999999999999999	4
5324	chr5	42756817	42756818	ENSG00000198865.10	0.0	0
5325	chr5	42887391	42887392	ENSG00000250722.6	0.0	0
5326	chr5	43007542	43007543	ENSG00000271788.1	0.01	1
5327	chr5	43033715	43033716	ENSG00000272382.1	0.0	0
5328	chr5	43041574	43041575	ENSG00000215068.7	0.01	4
5329	chr5	43043169	43043170	ENSG00000177721.4	0.0	0
5330	chr5	43061394	43061395	ENSG00000272144.1	0.0	0
5331	chr5	43067418	43067419	ENSG00000177738.3	0.01	2
5332	chr5	43067580	43067581	ENSG00000172262.11	0.52	2
5333	chr5	43192070	43192071	ENSG00000177453.7	0.0	0
5334	chr5	43287600	43287601	ENSG00000261604.1	0.01	1
5335	chr5	43313511	43313512	ENSG00000112972.15	0.01	2
5336	chr5	43412390	43412391	ENSG00000151882.11	0.060000000000000005	4
5337	chr5	43483892	43483893	ENSG00000151881.14	0.02	4
5338	chr5	43484071	43484072	ENSG00000249492.1	0.0	0
5339	chr5	43496453	43496454	ENSG00000249855.1	0.0	0
5340	chr5	43515147	43515148	ENSG00000172244.9	0.21000000000000002	4
5341	chr5	43557757	43557758	ENSG00000172239.14	0.0	0
5342	chr5	43602691	43602692	ENSG00000112992.17	0.0	0
5343	chr5	43603229	43603230	ENSG00000248092.7	0.0	0
5344	chr5	44808946	44808947	ENSG00000112996.11	0.01	1
5345	chr5	50443247	50443248	ENSG00000170571.12	0.0	0
5346	chr5	50665898	50665899	ENSG00000151883.18	0.01	1
5347	chr5	52787895	52787896	ENSG00000213949.9	0.06999999999999999	5
5348	chr5	52787915	52787916	ENSG00000152684.11	0.0	0
5349	chr5	53109841	53109842	ENSG00000247796.2	0.0	0
5350	chr5	53110062	53110063	ENSG00000164172.19	0.0	0
5351	chr5	53560632	53560633	ENSG00000164258.12	0.04	1
5352	chr5	54310581	54310582	ENSG00000185305.11	0.01	4
5353	chr5	54517758	54517759	ENSG00000178996.14	0.0	0
5354	chr5	54643556	54643557	ENSG00000280159.1	0.0	0
5355	chr5	55022670	55022671	ENSG00000164283.13	0.06999999999999999	4
5356	chr5	55024252	55024253	ENSG00000113088.5	0.0	0
5357	chr5	55042843	55042844	ENSG00000240535.8	0.0	0
5358	chr5	55102645	55102646	ENSG00000145649.8	0.04	4
5359	chr5	55307693	55307694	ENSG00000067248.10	0.09	3
5360	chr5	55307988	55307989	ENSG00000039123.16	0.0	0
5361	chr5	55534968	55534969	ENSG00000067113.17	0.48000000000000004	5
5362	chr5	55773193	55773194	ENSG00000177058.12	0.0	0
5363	chr5	55851356	55851357	ENSG00000164509.14	0.060000000000000005	1
5364	chr5	55936142	55936143	ENSG00000262211.1	0.34	5
5365	chr5	55995021	55995022	ENSG00000134352.20	0.0	0
5366	chr5	55995166	55995167	ENSG00000227908.3	0.01	2
5367	chr5	56233329	56233330	ENSG00000164512.18	0.01	5
5368	chr5	56481945	56481946	ENSG00000248727.5	0.060000000000000005	5
5369	chr5	56505071	56505072	ENSG00000226221.1	0.02	5
5370	chr5	56537825	56537826	ENSG00000234553.1	0.0	0
5371	chr5	56606231	56606232	ENSG00000225940.6	0.0	0
5372	chr5	56815548	56815549	ENSG00000095015.6	0.0	0
5373	chr5	56909259	56909260	ENSG00000155542.11	0.02	3
5374	chr5	56927873	56927874	ENSG00000271828.1	0.0	0
5375	chr5	56971674	56971675	ENSG00000155545.19	0.0	0
5376	chr5	57173947	57173948	ENSG00000062194.16	0.060000000000000005	3
5377	chr5	58460138	58460139	ENSG00000145632.15	0.04	3
5378	chr5	58491434	58491435	ENSG00000175857.8	0.0	0
5379	chr5	58582220	58582221	ENSG00000152932.8	0.06999999999999999	4
5380	chr5	59039760	59039761	ENSG00000247345.2	0.05	1
5381	chr5	60488075	60488076	ENSG00000113448.19	0.23	4
5382	chr5	60700189	60700190	ENSG00000035499.13	0.0	0
5383	chr5	60844273	60844274	ENSG00000164181.14	0.0	0
5384	chr5	60893576	60893577	ENSG00000215032.2	0.01	5
5385	chr5	60945072	60945073	ENSG00000049167.14	0.01	3
5386	chr5	60945204	60945205	ENSG00000164182.11	0.0	0
5387	chr5	61162467	61162468	ENSG00000188725.8	0.02	5
5388	chr5	61332257	61332258	ENSG00000130449.6	0.0	0
5389	chr5	61347125	61347126	ENSG00000251682.1	0.0	0
5390	chr5	61375111	61375112	ENSG00000250461.1	0.01	5
5391	chr5	61391870	61391871	ENSG00000213891.3	0.01	1
5392	chr5	62306161	62306162	ENSG00000068796.16	0.0	0
5393	chr5	62403938	62403939	ENSG00000086189.10	0.0	0
5394	chr5	62403971	62403972	ENSG00000086200.16	0.05	4
5395	chr5	62578818	62578819	ENSG00000186105.8	0.0	0
5396	chr5	62777262	62777263	ENSG00000217416.4	0.47000000000000003	4
5397	chr5	64768690	64768691	ENSG00000153006.16	0.03	5
5398	chr5	64768929	64768930	ENSG00000153015.16	0.02	4
5399	chr5	65481919	65481920	ENSG00000049192.15	0.0	0
5400	chr5	65563167	65563168	ENSG00000123219.13	0.0	0
5401	chr5	65563238	65563239	ENSG00000113593.12	0.0	0
5402	chr5	65624764	65624765	ENSG00000253251.2	0.03	1
5403	chr5	65625026	65625027	ENSG00000113597.18	0.64	5
5404	chr5	65625974	65625975	ENSG00000113595.15	0.0	0
5405	chr5	65722204	65722205	ENSG00000123213.23	0.0	0
5406	chr5	65723034	65723035	ENSG00000197860.10	0.08	3
5407	chr5	65925134	65925135	ENSG00000269961.1	0.86	1
5408	chr5	65926474	65926475	ENSG00000112851.14	0.09999999999999999	1
5409	chr5	66085404	66085405	ENSG00000285999.1	0.01	4
5410	chr5	66139970	66139971	ENSG00000153914.16	0.09999999999999999	3
5411	chr5	66144794	66144795	ENSG00000253744.1	0.0	0
5412	chr5	66596360	66596361	ENSG00000069020.18	0.0	0
5413	chr5	67003952	67003953	ENSG00000229666.1	0.0	0
5414	chr5	67196798	67196799	ENSG00000134061.5	0.05	5
5415	chr5	68215755	68215756	ENSG00000145675.15	0.03	4
5416	chr5	69093948	69093949	ENSG00000145740.19	0.01	4
5417	chr5	69167134	69167135	ENSG00000134057.15	0.060000000000000005	4
5418	chr5	69189451	69189452	ENSG00000280187.1	0.02	4
5419	chr5	69189573	69189574	ENSG00000153044.10	0.03	5
5420	chr5	69217759	69217760	ENSG00000134056.12	0.06999999999999999	5
5421	chr5	69234794	69234795	ENSG00000134058.12	0.0	0
5422	chr5	69313871	69313872	ENSG00000213830.3	0.01	2
5423	chr5	69332808	69332809	ENSG00000183323.12	0.0	0
5424	chr5	69369292	69369293	ENSG00000152942.19	0.01	5
5425	chr5	69370012	69370013	ENSG00000085231.14	0.01	3
5426	chr5	69370012	69370013	ENSG00000273841.5	0.22	4
5427	chr5	69492291	69492292	ENSG00000197822.11	0.01	2
5428	chr5	69560207	69560208	ENSG00000183474.15	0.0	0
5429	chr5	69607098	69607099	ENSG00000248477.6	0.0	0
5430	chr5	69631962	69631963	ENSG00000250138.4	0.0	0
5431	chr5	69653247	69653248	ENSG00000248769.1	0.45	2
